id,Literal,y_pred
3780,- Padres consanguíneos,Z
3781,Adenopatía,7
3782,Infección de herida quirúrgica,9
3783,incontinenciaurinaria,R
3784,Rendu-Osler,I
3785,Anexectomia bilateral,0
3786,hipotiroidismo,E
3787,HPP,O
3788,Hipertensión arterial -Insuficienta renal crónica,I
3789,Trombocitemia Esencial,9
3790,Amniocentesi,7
3791,ureterohidronefrosis izquierda,N
3792,nebulizados,3
3793,angiodisplasia,K
3794,hiperhomocisteinemia,2
3795,Incontinecia urinaria,7
3796,vasculopatía diabetica,4
3797,nevus melanocítico,8
3798,IUU,N
3799,Hipotiroidismo PARTO,O
3800,Insuficiència mitral,I
3801,epoc con bronquitis aguda,4
3802,hernia umbilical malla,0
3803,placenta previa hemorragia,6
3804,hiperMg,H
3805,nefrectomia,Z
3806,AC x FA paroxística,I
3807,Grupo AB negativo,Z
3808,nefroureterectomía izquierda laparoscópica,0
3809,pérdida de bienestar fetal,O
3810,cardiomegalia,R
3811,Akin,0
3812,o9912,O
3813,Rubeola : NEGATIVA,Z
3814,Otittis media aguda,H
3815,pancreatitis crónica,K
3816,nalga,6
3817,Deslliurament manual de placenta,O
3818,a.e.,6
3819,Historia de Accidente vascular transitorio,E
3820,Retinopatia proliferativa,E
3821,Hipotiroididmo part,O
3822,GS: B positivo,Z
3823,polipo endocervical,N
3824,misoprostol Aborto,1
3825,: ex fumador,V
3826,Oligofrenia,F
3827,Alergia Paracetamol,Z
3828,celiaquia part,K
3829,EPI,N
3830,ca in situ,2
3831,mastectomía izquierda,Z
3832,colpoplastia anteriro,0
3833,hta IRC 5,I
3834,gastritis crónica antral,K
3835,gemelar monocorial - biamniótica,O
3836,esplenectomía,Z
3837,: A positivo,Z
3838,Polipo endometrial,0
3839,alergia al Nolotil,V
3840,obesidad part,2
3841,Barrett,K
3842,Celulitis eii,N
3843,Plastia anterior fascial,0
3844,bacteremia,7
3845,Eco 2t,B
3846,Hipovitaminosis B12.,E
3847,EPIDIDIMITIS IZQUIERDA,N
3848,sepsis,0
3849,Gestación gemelar anteparto,6
3850,Asma part,J
3851,RMN cerebro,B
3852,Tabaquismo,F
3853,dolor abdominal crónico,R
3854,strip grado II,0
3855,Tietze,M
3856,tto,3
3857,furosemida,3
3858,depresion parto,F
3859,DESVIACIÓN SEPTAL,J
3860,tumorectomía mama der,0
3861,tumorectomía,8
3862,TC de adbomen,B
3863,Espondilolistesis,7
3864,Desnutrición protéico-calórica,E
3865,Historia de adenocarcinoma gástrico,Z
3866,Infección vía urinaria,N
3867,VHC part,B
3868,Rpm,O
3869,Depresión rn,P
3870,Hipotiroidismo,E
3871,HTA irc 6,Y
3872,ALERGIA sulfamidas,Z
3873,Historia de Hemitiroidectomía,Z
3874,miomas parto,D
3875,Estat de gastrostomia,V
3876,transversa anteparto,6
3877,Vive sola.,Z
3878,estenosis L5-S1,M
3879,nefrectomía derecha,Z
3880,Insuficiència renal aguda,5
3881,Teratoma quístico maduro,9
3882,Partos,7
3883,Sdr. Del Tunel Carpiano,G
3884,Tiroiditis parto,O
3885,TAC toràcic,B
3886,taponamiento nasal,2
3887,Anemia posparto,6
3888,carcinoma no microcítico,D
3889,domicilio,Y
3890,DIU,V
3891,itu parto,6
3892,hipotiroidismo puerperio,E
3893,epoc infección respiratoria,J
3894,herida incisa cuero cabelludo,0
3895,cesárea rn,P
3896,demencia vascular,2
3897,síndrome ansioso depresivo parto,3
3898,DTT bilateral,0
3899,Inmunoglobulinas,9
3900,Hemangiomas hepáticos,D
3901,Necrosis Avascular de cadera derecha,M
3902,ILE por Trisomía,O
3903,psoriasis guttata parto,O
3904,síndrome ansioso depresivo part,F
3905,migrañas,3
3906,Epilèpsia temporal,G
3907,resección recto,Z
3908,Insuficiencia venosa crónica,I
3909,Muguet oral,1
3910,Endometriomas ováricos,6
3911,Pneumònia bacteriana,J
3912,PROLAPSO UTEROVAGINAL,N
3913,salpingooforectomía bilateral,0
3914,HTA ice,I
3915,hta irc terminal,N
3916,DLP,E
3917,40+0 SEMANAS,Z
3918,tit,0
3919,Quistes tiroideos,E
3920,Biopsias vesicales,0
3921,TIROIDITIS,O
3922,Grupo Rh madre: A+,Z
3923,colon irritable parto,K
3924,Canalización de via periférica,0
3925,pólipo endometrial.,0
3926,Atelectásias,J
3927,Manchester,0
3928,Rinoconjuntivitis alérgica,H
3929,cesárea anterior,O
3930,Esplenectomía,Z
3931,Mc cAll,0
3932,intolerancia a la lactosa parto,E
3933,fi,8
3934,sachse,7
3935,ibuprofeno,T
3936,NEOPLASIA VESICAL cara laterla,C
3937,Fumadora parto,O
3938,RCTG NO TRANQUILIZADOR,O
3939,parto gemelos,6
3940,O positiv,Z
3941,Bypass gástrico,4
3942,ansiedad 3t,O
3943,CIN 2,N
3944,Alérgica a sulfamidas,Z
3945,Cordón largo,O
3946,Vasa previa,O
3947,Alergia ácaros,Z
3948,Retard psicomotor,3
3949,Histerctomia,6
3950,REBA,O
3951,Ca cérvix,1
3952,Scarf izquierdo,0
3953,"Grupo sanguíneo: A, Rh: NEGATIVO",Z
3954,Legrado endometrial,0
3955,INSTILACIÓN PREOPERATORIA DE MMC,3
3956,Desgarro II.,0
3957,Migraña parto,6
3958,neumonías de repetición,V
3959,vejiga neurogena,N
3960,Líquido teñido de meconio,O
3961,multiparidad anteparto,6
3962,Gardnerella,B
3963,Klebsiela pneumoniae,0
3964,Irritabilitat,R
3965,quistes paratubárico,N
3966,tac abdominopelvico,B
3967,infeccion pstraumatica,E
3968,RMN pélvica,8
3969,anemia puerperal,O
3970,DM 2 parto,O
3971,Anemia parto,D
3972,antibiótica,3
3973,fisura anal part,O
3974,Preeclampsia part,O
3975,Ecografía transvaginal,B
3976,RX ABDOMEN,8
3977,Aborto completo,O
3978,Cuerpo lúteo ovario izquierdo,N
3979,Perthes,7
3980,MIOCARDIOPATÍA HIPERTRÓFICA,I
3981,Alergia a AMOXICILINA,V
3982,Fistula recto vaginal,N
3983,gea,K
3984,HIPERLIPIDÈMIES,E
3985,esplenomegalia,R
3986,arritmia fetal,I
3987,Eco ABD,8
3988,ALERGIAS: Amoxicilina,Z
3989,: Obito fetal,O
3990,Apgar,4
3991,Inhibicion de lactancia,O
3992,ALERGIAS: METAMIZOL,V
3993,INFECCIÓN RESPIRATORIA AGUDA,5
3994,Ex-enolismo severo,F
3995,Teratoma Ovarico Derecho,D
3996,Celestone IM,3
3997,Asma 3t,J
3998,colocación de PAC,9
3999,32.5 semanas,Z
4000,Epilepsia generalizada,G
4001,HIPERACTIVIDAD DEL DETRUSOR,N
4002,Vitíligo parto,L
4003,Fumadora 3t,O
4004,Grupo sanguíneo: A,Z
4005,Gestación tubárica derecha,O
4006,protusión discal L4-L5,7
4007,Metástasis óseas,1
4008,LTB,6
4009,mioma,D
4010,Cesárea ant,6
4011,Síndrome ansioso-depresivo parto,3
4012,Linfadenectomía axilar,4
4013,PTC rodilla derecha,B
4014,sordomudo,3
4015,Artritis psoriásica,L
4016,fumadora 3t,O
4017,Biopsia Renal,5
4018,Insuficia renal crónica,5
4019,Lumbociatalgia,M
4020,Apendicectomia incidental,4
4021,hta ice,I
4022,Fiebre puerperal,O
4023,Carcinoma tubular,8
4024,Adenocarcinoma in situ,8
4025,quiste sebáceo,N
4026,ILE por Trisomia 21,O
4027,Historia de COVID19,O
4028,fibroadenoma,9
4029,Anexectomía bilateral LAPAROSCOPIA,0
4030,Leiomioma uterino intramural,D
4031,CIN 1 parto,N
4032,cistoprostatectomía,Z
4033,mtx pulmona,1
4034,.Mellitus,E
4035,mastectomía bilateral,8
4036,Agenesia renal derecha,Q
4037,Desgarro de segundo grado,O
4038,Urticaria crónica parto,O
4039,Ingesta accidental de cáustico,9
4040,pna,5
4041,CARCINOMA EPIDERMOIDE,8
4042,anexectomía bilateral,0
4043,"Grupo sanguíneo: O, rh: positivo",Z
4044,Estreñimiento parto,K
4045,INR lábil,7
4046,Polisomnografia,8
4047,Crisis comiciales generalizadas,G
4048,Estenosis canal lumbar,M
4049,GSRH O+.,Z
4050,35+6 SEMANAS,Z
4051,DISCECTOMÍA L4,0
4052,quirúrgica,E
4053,"Grupo sanguíneo O, Rh positivo",Z
4054,Vaginosis bacteriana,6
4055,40 + 5 semanas,Z
4056,anquiloglosia,7
4057,vaginits parto,O
4058,"O, negativo",Z
4059,anemia parto,D
4060,sd antifosfolipido,O
4061,Artropatia degenerativa,M
4062,Neumonia COVID parto,U
4063,migrañas sin aura parto,G
4064,acromioplastia dreta,0
4065,mtx ganglio paraortico,1
4066,insuf resp aguda,4
4067,Linfadenectomia axilar,4
4068,obsesidad,2
4069,FACO + LIO,0
4070,Ex-Fumadora,Z
4071,Gastroenteritis,5
4072,Síndrome de apnea del sueño,G
4073,macrosóma rn,6
4074,Insuficiencia Pancreatica,K
4075,BSGC pélvico,0
4076,reflux gastroesofàgic,5
4077,Piel atópìca,L
4078,gota,M
4079,ALERGIA A BETALACTÁMICOS,Z
4080,Extrasistolia Ventricular,I
4081,absces escrotal,B
4082,Sinusitis maxilar bilateral,4
4083,colangioRM,K
4084,parkinsonismo vascular,G
4085,hiportiroidismo parto,2
4086,Encefalopatía hepática,3
4087,Kejlland,1
4088,antecedente de parto prematuro,O
4089,HTA Enfermedad renal crónica estadio IIIA,I
4090,sarcoidosis,D
4091,angiomas,9
4092,tac ABD,B
4093,sgb,6
4094,Macroglobulinemia de Waldestrom,2
4095,Hipotiroidismo,E
4096,GS:A positivo,Z
4097,Hallux Valgus iquierdo,M
4098,antibioterpia,3
4099,deficit factor VII parto,O
4100,40+4 sg,Z
4101,endometritis aguda,N
4102,Hipertensión gestacional,O
4103,sincope,R
4104,LEIOMIOMA DE UTERO,D
4105,GSRH:O positiu,Z
4106,HBPM,Z
4107,desproporción pelvico fetal,O
4108,Candidiasis vaginal parto,B
4109,disfunción renal,E
4110,ALERGIAS: ESTREPTOMICINA,V
4111,deficit Vit D parto,O
4112,MIOMA SUBSEROSO,2
4113,Radiografía columna lumbar,B
4114,Tabaquismo part,F
4115,Ileostomia,0
4116,carcinoma de cérvix,C
4117,Absceso de glándula de Bartholino,N
4118,ooforectomía izquierdo,0
4119,Quistes hepaticos.,K
4120,Hipertensión irc,N
4121,Turbinoplastia,J
4122,ligadura,Z
4123,cor pulmonale,4
4124,Sèpsia greu,9
4125,Hipertiroidismo part,O
4126,Febrícula,R
4127,canalitza via perifèrica,3
4128,PRostatectomia,V
4129,Gestacion ectópica tubárica,O
4130,artrosis,M
4131,Etilismo,F
4132,Hipercalciuria,E
4133,faringoamigdalitis bacteriana,4
4134,discectomía l5-s1,0
4135,mtx pulmonar bilateral,C
4136,cardiopatia isquemica,I
4137,absceso tuboovárico derecho,N
4138,BCBA,V
4139,antro,2
4140,Colangio - RMN,K
4141,ATB,3
4142,Soplo,R
4143,Déficit Vit D parto,O
4144,Grupo sanguineo materno: A Rh: positivo,Z
4145,atonia uterino pp,O
4146,Sobreinfección respiratoria,5
4147,polipectomía endometrial,0
4148,HIPERLIPIDEMIA,E
4149,Diverticulosis Colónica,K
4150,sop parto,O
4151,npt,9
4152,Antibioterapia endovenosa,3
4153,Trasplante cardíaco,E
4154,Infección crónica por VHC,0
4155,atrofia pancreas,5
4156,Historia de meninigitis,Z
4157,HIPERTROFIA DE LAS AMIGDALAS,4
4158,ha Ca endometrio,C
4159,BRI,I
4160,Historia de QMT,Z
4161,Se extrae coágulos,1
4162,IMC: 37.,Z
4163,dispepsia,K
4164,Herpes genital part,O
4165,40 +2,Z
4166,Alérgica a AAS,Z
4167,rotura artificial membranas,1
4168,7 sem,Z
4169,miom asubseroso,2
4170,alergia nolotil,V
4171,rmn cadera,8
4172,TABAQUISMO,F
4173,Alergia a Clindamicina,9
4174,agorafobia,3
4175,macroglòssia,7
4176,alergia a ibuprofeno,V
4177,HIPERTESIÓN ARTERIAL,4
4178,Trasplante bipulmonar,V
4179,Cefalea tensional,G
4180,migrañas sin aura,G
4181,Talasemia part,D
4182,Claudicación intermitente,I
4183,colocación de Port-a-Cath,8
4184,desgarro tipo I.,O
4185,Sagnat postamigdalectomia,J
4186,trastorno extrapiramidal,G
4187,Accidente laboral,E
4188,litiasis vesical,0
4189,DOBLE SALPINGUECTOMÍA LAPAROSCOPIA,0
4190,Ectima gangrenoso,9
4191,Desgarro III b,O
4192,crisis comicial,G
4193,Carcinoma Ductal infiltrante de mama derecha,C
4194,TumorECTOMIA mama derecha,0
4195,Migraña part,G
4196,cytotec,3
4197,biopsia ganglio,4
4198,Historia neo renal,V
4199,anemia fanconi,2
4200,Macroglòssia,7
4201,retencion placenta,O
4202,condilomas part,A
4203,inhibición de lactancia,O
4204,intertrigo candidiásico,B
4205,Gemelar Bicorial Biamniótica,O
4206,DÉFICIT ÁCIDO FÓLICO,E
4207,fuamdora,O
4208,14 sem,Z
4209,hipoTiroidismo part,O
4210,Tiroidectomía,0
4211,DA lap,0
4212,MALADAPTACIÓN PULMONAR rn,P
4213,déficit leve de factor IX,D
4214,AL.LÈRGIES Ibuprofe,V
4215,ictus,V
4216,dialisis,Z
4217,CEFALEA TENSIONAL,G
4218,AMC: penicilina,V
4219,endometrioma Ovario D,N
4220,Fibrosis Quística,2
4221,paracetamol,9
4222,cardiopatia HTA irc,I
4223,bronquitis aguda VRS positiva,J
4224,Extrasístoles,I
4225,HTA irc 2,I
4226,Hèrnia de hiat,K
4227,BSGC derecho,0
4228,AE,O
4229,Colporrafia anterior,7
4230,Legrado obst,6
4231,Osteopènia,M
4232,Ex-fumador,V
4233,Blefaroplastia bilateral,0
4234,nevus,8
4235,Ansiedad / depresión,F
4236,Debilitat,R
4237,Hipertensión Insuficiencia cardíaca,I
4238,Síndrome de ovario poliquístico,2
4239,ECO TRANSVAGINAL,B
4240,pna 3t,B
4241,metástasis ganglio axilar,C
4242,LUGAR,Y
4243,COVID-19 negativos,Z
4244,mastoplastia de aumento,Z
4245,"A , Rh: Negativo",Z
4246,L81.5,O
4247,Grupo sanguíneo: A Rh positivo.,Z
4248,Alergias a Ibuprofeno,Z
4249,ansietat,F
4250,40+2,Z
4251,Mastectomía de mama izquierda,Z
4252,Insulina,3
4253,Bloqueo de rama izquierda,4
4254,Exantema,R
4255,Historia de Covid,Z
4256,Polipo endocervical,N
4257,hipotiroidismo pregestacional,O
4258,electrocardiograma,4
4259,Taquicardia supraventricular,I
4260,sobrehidratación,E
4261,"Hemorràgia retinal, ull esquerre",0
4262,Oseltamivir,X
4263,Adenocarcinoma endometrial de tipo endometrioide,8
4264,Linfadenectomía pélvica derecha,4
4265,HIPOTIR PARTO,O
4266,trastorno ansioso-depresivo,F
4267,cuadro adherencial,5
4268,dinamica uterina,O
4269,cuerpo extraño en faringe,9
4270,Trombocitopenia rn,2
4271,Hipertrofia prostatica,N
4272,ha neoplasia de mama,1
4273,trombopenia parto,D
4274,33+2 semanas,Z
4275,legrado Aborto,1
4276,linfadenectomía axilar derecha,0
4277,Alérgica a Nolotil,Z
4278,parada cardiorespiratoria,5
4279,Salbutamol,9
4280,ESCOLIOSIS,7
4281,Neoplasia epiglotis,1
4282,inf resp,5
4283,alcohol parto,O
4284,Ecografía 3t gemelos,B
4285,Carcinoma lobulillar in situ,8
4286,infeccion herida cesárea,O
4287,Deshidratación hipernatremica,E
4288,EXPANSOR MAMA IZQUIERDA,0
4289,axilares,1
4290,sintrom,V
4291,strip grado I,0
4292,ACXFA,I
4293,Radiografia de tórax,B
4294,Neuralgia del trigémino,3
4295,hta irc 5,I
4296,Anexohisterectomía,Z
4297,sop,E
4298,acidosi,E
4299,bicorial/biamniótico,V
4300,ciprofloxacina,9
4301,incontinencia urinaria,7
4302,túnel carpiano bilateral,G
4303,Hipertoroidismo,2
4304,candidas parto,1
4305,Fibrosis pulmonar,2
4306,KLIPPEL TRENAUNAY,Q
4307,obesidad morbida,E
4308,adenocarcinoma in situ,8
4309,colitis ulcerosa parto,6
4310,perforación vesical,3
4311,Biopsia esófago proximal,0
4312,Diabetes mal controlada,2
4313,carcinoma vulvar,8
4314,Flutter auricular,4
4315,N18.30,Z
4316,Gripe A,J
4317,Clopidrogrel,Z
4318,prótesis mamaria bilateral,V
4319,HTA irc 6,Y
4320,HTA irc icc,K
4321,adenocarcinoma de endometrio,1
4322,ovario poliquístico parto,E
4323,GSRh: O (+),Z
4324,seroma de herida quirúrgica,9
4325,Stafilococo aureus MRSA,B
4326,Traqueostomia,V
4327,sinusopatía crónica maxilar,4
4328,FA paroxística,I
4329,hta icc,I
4330,Anemia ferropénica parto,D
4331,Adenoma tiroide,8
4332,hidrocele derecho,6
4333,eventracio,5
4334,Prolpaso uterino Cistocele,0
4335,serumteràpia,9
4336,ALERGIAS: AAS,Z
4337,Rubeola no inmune,O
4338,RTU VEJIGA,0
4339,metrorragia postmenopáusica,N
4340,Ferinjet,8
4341,Registro patológico fetal parto,6
4342,Apendicectomia laparoscópica,0
4343,CESAREA ant,6
4344,Macrosomía part,O
4345,HoLEP,0
4346,piuria,7
4347,hemorroides,4
4348,Oxigeno,3
4349,INFECCIÓN BRONQUIAL,J
4350,FÒBIA,3
4351,HIPOPLASIA MAXILAR,Q
4352,40+5 semana,Z
4353,WPW,I
4354,hta irc icc,K
4355,ecocardiografía,B
4356,induccción,3
4357,cefalea,R
4358,Extracción manual placenta,1
4359,Migrañas sin aura parto,G
4360,40 +2 sem,Z
4361,ASTIGMATISMO,H
4362,neuropatia diabetica,3
4363,antiepilepticos,3
4364,Trastorono de memoria,F
4365,21+3 semanas,Z
4366,gestación gemelar,6
4367,Adenocarcinoma de endometrio,1
4368,hepatitis alcóholica aguda,5
4369,absceso pulmon,5
4370,Celiaquia part,K
4371,gammaglobulina anti-D,6
4372,cortis,3
4373,hiperPTH secundario,E
4374,Colon irritable parto,K
4375,Cistoadenoma seroso de ovario bilateral,8
4376,Histerectomía total abd,0
4377,esclerosis múltiple parto,Z
4378,TVP derecha,4
4379,obesidad parto,2
4380,CIV,Q
4381,colgajo boca,0
4382,hematoquecia,K
4383,GCP,O
4384,HTA irc 6,Y
4385,Alergia acaros,Z
4386,eco abd,8
4387,Grupo sanguíneo:O RH Negativo,Z
4388,Madre ca endometrio,C
4389,HISTERECTOMÍA VAGINAL,0
4390,varices pélvicas,I
4391,rituximab,3
4392,Ecocardiografías,8
4393,Sonda nasogástrica,0
4394,Oh,3
4395,: O Positivo,Z
4396,Hallux valgus,7
4397,Absceso de Bartholino derecho,N
4398,Dolor epigàstric,7
4399,Haemophilus,B
4400,HTA irc,4
4401,Retencion placentaria,O
4402,neutropenia ciclica,2
4403,caida casual,Y
4404,biopsia cervix,6
4405,Dolor FID,R
4406,Grupo sanguíneo materno: A positivo,Z
4407,Evisceración de laparotomía,0
4408,Riesgo de pérdida de bienestar fetal,O
4409,cistectomía radical laparoscópico,0
4410,induccion,3
4411,Revision Manual de cavidad,0
4412,alergia a varidasa,Z
4413,Prematuro 1500,P
4414,Devolvulación endoscópica,2
4415,: O POSITIVO,Z
4416,pesario vaginal,0
4417,Taquicardia sinusal,R
4418,Ecografia de tórax,8
4419,Desgarro perineal 3 grado,O
4420,anexectomía bilateral laparoscopica,0
4421,quiste ovario,O
4422,odinogafia,B
4423,ATRESIA ESOFÁGICA,7
4424,LA meconial,O
4425,27+2 semanas,Z
4426,cuerpo extraño esofagico,0
4427,ECO via urinaria,B
4428,hernia epigástrica malla,K
4429,Desgarro perineal Iº.,O
4430,retirada de prótesis,0
4431,37+5 semanas,Z
4432,Celiaquía parto,K
4433,Pneumotórax,P
4434,ex enol,F
4435,ANEXECTOMIA BILATERAL POR LAPAROSCOPIA,6
4436,40 +0 semanas,Z
4437,trastorno adaptativo ansioso,3
4438,miopía parto,O
4439,bypass aorto-coronario,Z
4440,I67.6,Z
4441,historia iam,4
4442,Desarrollo psicomotor,R
4443,esplenectomia,Z
4444,Urticaria crónica,L
4445,atrocentesis rodilla izquierda,Z
4446,Desgarro vulvar,0
4447,Migraña parto,6
4448,Hipotiroidismo part,O
4449,Cesárea iterativa,O
4450,40+3,O
4451,plaquetas,3
4452,hipoglucemia,E
4453,Historia de quimioterápico,9
4454,Hashimoto part,E
4455,henria inguinal izquierda,K
4456,Hipotiroismo parto,O
4457,Diabetes hiperglicemia,7
4458,ECOGRAFIA ABDOMINAL/RENAL,B
4459,epilepsia parto,G
4460,ferinject,3
4461,Dolor lumbar,M
4462,NEOPLASIA vejiga,1
4463,ascitis neo,R
4464,HISTERECTOMÍA total abd,0
4465,31+1 semanas,Z
4466,CISTOPROSTATECTOMÍA RADICAL lap,0
4467,34+2 semanas,Z
4468,puncion dural posparto,G
4469,Cirrosis hepática,K
4470,Endoscopia digestiva alta,K
4471,Historia de coronavirus,Z
4472,transtorno alimentario,F
4473,Miocardiopatía dilatada isquémica,I
4474,cesárea ant,6
4475,Historia de Trombosis,Z
4476,Z plastia,8
4477,Tumoracion renal derecha,8
4478,Antibioterpia,3
4479,Radiografia de rodillas,B
4480,acidosis metabolica,2
4481,enolismo crónico,F
4482,oxigenoterapia domiciliaria,V
4483,diarrea,R
4484,Migraña sin aura parto,G
4485,alfa talasemia,2
4486,ECO abdomen,B
4487,Quistes corticales renales,N
4488,bronquitis cronica,J
4489,ex alcoholica,F
4490,port a cath,8
4491,Deficit de Proteina S,O
4492,nefropatía lúpica,E
4493,DEPRESIÓN,F
4494,Gardenerella vaginales,0
4495,UCE,1
4496,lupus eritematoso,L
4497,Crisis hipertensiva,I
4498,Hermana ca mama,Z
4499,Ecografía reno-vesical,B
4500,Bronquièctasi,J
4501,lipoma en antebrazo izquierdo,0
4502,colecistectomía,V
4503,Hepatitis C crònica,5
4504,EMO,4
4505,ERC hta,N
4506,sanguíneo: 0+,Z
4507,ECO obs,8
4508,deficit proteina s parto,D
4509,Alergias a Ciprofloxacino,Z
4510,Robot,8
4511,enf alzehimer,F
4512,adenoma ciego,0
4513,litiasis vesicales,N
4514,IUM,7
4515,inyección higado,6
4516,leucoma izq,D
4517,Tumorectomía MAMA DERECHA,0
4518,Sobrecarga hídrica,E
4519,pielonefritis aguda,5
4520,dorsalgía,7
4521,Bacterièmia,7
4522,LES parto,O
4523,ALERGIAS: AINEs,Z
4524,Inserción velamentosa de cordon,O
4525,VRS,0
4526,G24.8,Z
4527,SOP parto,O
4528,vacunación triple vírica,3
4529,Hemiparèsia dreta,G
4530,Desgarro vulvar,0
4531,Desgarro perineal I,O
4532,NEOPLASIA DE MAMA DERECHA,C
4533,Nebulizaciones,3
4534,vértigos,R
4535,Polihidramnios leve,6
4536,Salpingectomia bilateral,0
4537,41+1 SG,Z
4538,ureterohidronefrosis,N
4539,Artrosi de genoll,7
4540,hernia inguinal bilateral,K
4541,migrañas parto,O
4542,Dismorfia septal,4
4543,ALÉRGICA A AAS,Z
4544,Tabaco 2t,O
4545,linfadenectomia paraortica,4
4546,Oxitocina,3
4547,Cardioversió elèctrica,5
4548,Tumoración ovárica izquierda,8
4549,Enfermedad renal crónica - Hipertensión arterial,I
4550,Hipotiroidismo quirúrgico parto,O
4551,ENTEROVIRUS,B
4552,Sinus pilonidal,L
4553,Tumorectomía mama derecha,0
4554,herida de labio,8
4555,ureteroscopia izq,0
4556,sindrome derpesivo part,O
4557,Alergia a PLV,Z
4558,Grupo sanguíneo materno 0 positivo,Z
4559,UCe,1
4560,adenopaties laterocervicals,R
4561,Diabetes gestacional.,O
4562,FRACTURA SUBTROCANTEREA FEMUR DERECHO,S
4563,CIN I,N
4564,factor,D
4565,hiperhomocistinemia,2
4566,Punción dural posparto,G
4567,Mioma uterino,D
4568,etmoidectomia bilateral,0
4569,Hipotiroidismo Tiroidectomía PARTO,E
4570,ventosa fallida,6
4571,sedación,9
4572,GRUPO SANGUINEO A POSITIVO,Z
4573,shock séptico 3,A
4574,Leiomiomas,D
4575,Bronquitis aguda parainfluenza,J
4576,bronquiolitis aguda VRS positiva,J
4577,Hábito enólico,3
4578,amo,4
4579,Ecografía renovesical,B
4580,Bronquitis aguda,J
4581,síndrome de abstinencia,M
4582,Historia de QT,Z
4583,HISTERECTOMÍA abdominal RADICAL,0
4584,herniorrafia epigástrica,K
4585,BAL,0
4586,Cesarea ant anteparto,6
4587,renal parto,6
4588,stent coronario,Z
4589,Hipotiroidismo partp,E
4590,hematíes,9
4591,Abceso periamigdalino derecho,J
4592,inducción,3
4593,Desgarro I:,0
4594,obesidad part,2
4595,cannabis part,F
4596,GS materno: B+,Z
4597,Ecografía uter,B
4598,BLEE,V
4599,gemelar Monocorial - Biamniótico,O
4600,fibrosis mama derecha,6
4601,ÚTERO METROPÁTICO,6
4602,Bicorial/Biamniótica,O
4603,ENFERMEDAD PULMONAR INTERSTICIAL DIFUSA,N
4604,Heces con sangre,2
4605,vive en residencia,Z
4606,Hipotiroidismo 3t,E
4607,maladaptación pulmonar,P
4608,VÉRTIGOS,R
4609,TC ABDOMINAL,B
4610,RM HEPÁTICA,C
4611,Hipoacusia neurosensorial,H
4612,incompatibilidad rh,O
4613,PREECLAMPSIA,O
4614,Psoriasis invertida,6
4615,40 +3,O
4616,Fractura pertrocantérea cadera derecha,S
4617,demencia,2
4618,legrado obstétrico,1
4619,Historia de Meninguitis,Z
4620,itus de repetición,Z
4621,Insulinoterapia,3
4622,hipertensión arterial renovascular,4
4623,esplenectomía laparoscópica,0
4624,protesis de rodilla,Z
4625,talassemia minor part,O
4626,nefroureterectomía izquierda laparoscopica,0
4627,TRASTORNO DEPRESIVO MAYOR RECIDIVANTE,F
4628,Preeclampsia grave,O
4629,enol leve,3
4630,quistectomía ovario derecho lap,6
4631,Leucèmia limfoide aguda en recaiguda,2
4632,sd metabolica,2
4633,vhb parto,O
4634,ELONGACION HIPERTROFICA DEL CERVIX,6
4635,gastrostomia,0
4636,Ca. de mama izquierda,C
4637,doble lesión mitral,I
4638,Leucoaraiosis,D
4639,Hipertrigliceridemia,2
4640,sgb rn,Z
4641,oxiuros,9
4642,Encefalopatia,3
4643,puncion accidental qx,3
4644,mastectomia derecha,0
4645,nefrostomías bilaterales,0
4646,coronariografía 2,4
4647,pares separats,G
4648,Gastritis,5
4649,Sd. Lynch,Z
4650,CI crónica,I
4651,Covid Parto,U
4652,Nódulo mamario,6
4653,V14.6,Z
4654,Estenosi traqueal congenita,7
4655,Colestasis,K
4656,refluo gastroesofágico,K
4657,excision piel,0
4658,Claritromicina,Z
4659,Artropatía degenerativa generalizada,7
4660,Hiperparatiroidismo primario,E
4661,catéter,3
4662,ondansetrón,3
4663,protesis mama,Z
4664,inestabilidad emocional,R
4665,Alergia NOLOTIL,V
4666,Hernia de hiato parto,6
4667,Salpinguectomia Derecha,0
4668,Enolismo,F
4669,stent convencional,Z
4670,estenosis subglótica,4
4671,Colposacropexia,7
4672,Amoxicilina,9
4673,Insuficiència cardíaca,I
4674,Neoplasia mama izquierda,1
4675,hemorroidectomía,K
4676,displasia renal,7
4677,Hidrops vesicular,6
4678,Anexectomía bilateral por laparoscopia,6
4679,Lobectomía,Z
4680,flebitis historia,Z
4681,hipertrofia adenoidea,4
4682,Grupo A POSITIVO,Z
4683,onfalitis neonatal,P
4684,GASTROSTOMIA,0
4685,evacuacion hematoma subdural,S
4686,Infecciones de orina de repetición,Z
4687,Empeoramiento de función renal,N
4688,Prótesis rodilla derecha,Z
4689,agenèsia renal,Q
4690,Lumbartrosis,M
4691,GSRH A positivo,Z
4692,DOBLE ANEXECTOMIA,0
4693,problemática social,V
4694,Esteatosis,K
4695,Ecografía torácica,B
4696,fumadora,F
4697,miocardiopatía,I
4698,Nefroureterectomía izquierda,Z
4699,Betametasona im,9
4700,alteración de la memoria,R
4701,plaquetopenia,2
4702,GsRh O positivo,Z
4703,Absces coll,K
4704,saf,0
4705,Escoliosis part,O
4706,delirium,7
4707,hirschprung,Q
